[ 2012-08-03T14:34:50+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.005128s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 159 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined variable: value_j b23ca11c1b0160581c30f32de22ad6d2.php 第 180 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 192 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined variable: value_m b23ca11c1b0160581c30f32de22ad6d2.php 第 197 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 201 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant manager - assumed 'manager' b23ca11c1b0160581c30f32de22ad6d2.php 第 221 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  manager b23ca11c1b0160581c30f32de22ad6d2.php 第 221 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant caiwuzongjian - assumed 'caiwuzongjian' b23ca11c1b0160581c30f32de22ad6d2.php 第 222 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  caiwuzongjian b23ca11c1b0160581c30f32de22ad6d2.php 第 222 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant caiwuren - assumed 'caiwuren' b23ca11c1b0160581c30f32de22ad6d2.php 第 223 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  caiwuren b23ca11c1b0160581c30f32de22ad6d2.php 第 223 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant bumenren - assumed 'bumenren' b23ca11c1b0160581c30f32de22ad6d2.php 第 224 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  bumenren b23ca11c1b0160581c30f32de22ad6d2.php 第 224 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant caozuoren - assumed 'caozuoren' b23ca11c1b0160581c30f32de22ad6d2.php 第 225 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  caozuoren b23ca11c1b0160581c30f32de22ad6d2.php 第 225 行.
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run ParseTemplate Behavior [ RunTime:0.013114s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013198s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run ContentReplace Behavior [ RunTime:0.000495s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run TokenBuild Behavior [ RunTime:0.000414s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000237s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run ShowRuntime Behavior [ RunTime:0.000465s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001825s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000485s ]
[ 2012-08-03T14:40:43+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000560s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run CheckRoute Behavior [ RunTime:0.000937s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001034s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001480s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.006160s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003483s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000410s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003385s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000327s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.002717s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `title` = '子团产品' LIMIT 1   [ RunTime:0.000294s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40990' LIMIT 1   [ RunTime:0.000307s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40973' LIMIT 1   [ RunTime:0.000282s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.004989s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_chanpin_baozhang` WHERE `chanpinID` = '31391' LIMIT 1   [ RunTime:0.000463s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhangitem` [ RunTime:0.002983s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhangitem` [ RunTime:0.002791s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_chanpin_baozhangitem` WHERE `status` != -1 AND parentID='31391'  [ RunTime:0.000431s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_zituan` [ RunTime:0.004882s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_chanpin_zituan` WHERE `chanpinID` = '31353' LIMIT 1   [ RunTime:0.000378s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002815s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000306s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Missing argument 4 for MethodAction::_checkDataOM(), called in E:\Myerp\Myerp\Lib\Action\ChanpinAction.class.php on line 911 and defined MethodAction.class.php 第 836 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined variable: userID MethodAction.class.php 第 838 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerp_system_DUR` [ RunTime:0.002446s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerp_system_DUR` WHERE `userID` = '40449'  [ RunTime:0.000201s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerp_dataOM` [ RunTime:0.002691s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,,' ) LIMIT 1   [ RunTime:0.000517s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,40185,40449' ) LIMIT 1   [ RunTime:0.000467s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,40185,' ) LIMIT 1   [ RunTime:0.000460s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,,40449' ) LIMIT 1   [ RunTime:0.000490s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = ',40185,40449' ) LIMIT 1   [ RunTime:0.000452s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = ',40185,' ) LIMIT 1   [ RunTime:0.000444s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31353 ) AND ( `datatype` = '子团' ) AND ( `type` = '管理' ) AND ( `DUR` = ',,40449' ) LIMIT 1   [ RunTime:0.000351s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_roles` [ RunTime:0.002746s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_roles` WHERE `systemID` = '40185' LIMIT 1   [ RunTime:0.000343s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_department` [ RunTime:0.003037s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_department` WHERE `systemID` = '40150' LIMIT 1   [ RunTime:0.000334s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002738s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000265s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerp_dataShenhe` [ RunTime:0.002389s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerp_dataShenhe` WHERE `datatype` = '报账项' and `processID` = '2'  [ RunTime:0.000144s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002928s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000382s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerp_dataShenhe` [ RunTime:0.002722s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerp_dataShenhe` WHERE `datatype` = '报账单' and `processID` = '2'  [ RunTime:0.000206s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SHOW COLUMNS FROM `myerp_dataCopy` [ RunTime:0.002728s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | SQL: SELECT * FROM `myerp_dataCopy` WHERE `dataID` = '31391' and `datatype` = '报账单' ORDER BY id desc LIMIT 1   [ RunTime:0.000388s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Run LocationTemplate Behavior [ RunTime:0.000903s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000953s ]
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  type b23ca11c1b0160581c30f32de22ad6d2.php 第 36 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Use of undefined constant time - assumed 'time' b23ca11c1b0160581c30f32de22ad6d2.php 第 38 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  time b23ca11c1b0160581c30f32de22ad6d2.php 第 38 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  type b23ca11c1b0160581c30f32de22ad6d2.php 第 47 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  type b23ca11c1b0160581c30f32de22ad6d2.php 第 56 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  type b23ca11c1b0160581c30f32de22ad6d2.php 第 71 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined index:  type b23ca11c1b0160581c30f32de22ad6d2.php 第 86 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 101 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 101 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 119 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [8] Undefined variable: value_i b23ca11c1b0160581c30f32de22ad6d2.php 第 140 行.
[ 2012-08-03T14:41:07+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/doprint/%E8%AE%A1%E8%B0%83%E6%89%93%E5%8D%B0/chanpinID/31353/baozhangID/31391 | NOTIC: [2] Invalid argument supplied for foreach() b23ca11c1b0160581c30f32de22ad6d2.php 第 159 行.
